county,county_norm,precinct_label,unmatched_rows,unmatched_vote_volume,years
Mason,MASON,Scottville City 1 Ward 1,6,1288,2008|2010|2012|2014|2016|2018
Wayne,WAYNE,Detroit City 4 Ward 4,3,1287,2008|2010|2012
Allegan,ALLEGAN,Holland City 2 Ward 5,2,1286,2008|2010
Wayne,WAYNE,Detroit City 19 Ward 15,2,1285,2008|2010
Wayne,WAYNE,Detroit City 5 Ward 16,2,1283,2008|2010
Macomb,MACOMB,Chesterfield Township 19,3,1282,2008|2010|2012
Oakland,OAKLAND,West Bloomfield Township 27,2,1282,2008|2010
Manistee,MANISTEE,Manistee City 3,4,1281,2008|2010|2012|2014
Genesee,GENESEE,Flint City 23 Ward 4,4,1280,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 4 Ward 16,2,1280,2008|2010
Wayne,WAYNE,Detroit City 41 Ward 18,2,1279,2008|2010
Genesee,GENESEE,Flint City 61 Ward 9,4,1278,2012|2014|2016|2018
Eaton,EATON,Delta Township 61,2,1278,2008|2010
Genesee,GENESEE,Flint City 28,2,1277,2008|2010
Ingham,INGHAM,Lansing City 14 Ward 4,2,1277,2008|2010
Ingham,INGHAM,Lansing City 8 Ward 4,2,1277,2008|2010
Wayne,WAYNE,Detroit City 6 Ward 4,3,1276,2008|2010|2012
Wayne,WAYNE,Detroit City 202,3,1274,2014|2016|2018
Berrien,BERRIEN,Bainbridge Township 2,2,1273,2008|2010
Hillsdale,HILLSDALE,Hillsdale City 4,2,1272,2008|2010
Kent,KENT,Grand Rapids City 25 Ward 1,2,1272,2008|2010
Lapeer,LAPEER,Lapeer City 4,2,1270,2008|2010
Wayne,WAYNE,Detroit City 13 Ward 13,2,1268,2008|2010
Wayne,WAYNE,Detroit City 46 Ward 6,2,1266,2008|2010
Wayne,WAYNE,Detroit City 38 Ward 4,3,1265,2008|2010|2012
Wayne,WAYNE,Detroit City 48 Ward 17,2,1265,2008|2010
Wayne,WAYNE,Detroit City 27 Ward 17,2,1263,2008|2010
Wayne,WAYNE,Detroit City 30 Ward 18,2,1258,2008|2010
Wayne,WAYNE,Detroit City 15 Ward 15,2,1256,2008|2010
Wayne,WAYNE,Detroit City 4 Ward 9,2,1256,2008|2010
Wayne,WAYNE,Westland City 31,6,1255,2008|2010|2012|2014|2016|2018
Wayne,WAYNE,Detroit City 40 Ward 4,3,1255,2008|2010|2012
Oakland,OAKLAND,Rochester Hills City 15,2,1254,2008|2010
Wayne,WAYNE,Detroit City 11 Ward 16,2,1249,2008|2010
Wayne,WAYNE,Detroit City 26 Ward 16,2,1244,2008|2010
Oakland,OAKLAND,Rochester Hills City 32 Ward 2,1,1241,2012
Genesee,GENESEE,Flint City 60,2,1240,2008|2010
Wayne,WAYNE,Detroit City 21 Ward 17,2,1239,2008|2010
Genesee,GENESEE,Flint City 49,2,1238,2008|2010
Wayne,WAYNE,Detroit City 179,3,1237,2014|2016|2018
Wayne,WAYNE,Detroit City 23 Ward 13,2,1233,2008|2010
Wayne,WAYNE,Detroit City 7 Ward 20,2,1232,2008|2010
Oakland,OAKLAND,Pontiac City 7 Ward 3,4,1231,2012|2014|2016|2018
Baraga,BARAGA,Baraga Township 4,6,1230,2008|2010|2012|2014|2016|2018
Wayne,WAYNE,Dearborn City 14,5,1230,2008|2010|2012|2014|2018
Wayne,WAYNE,Detroit City 1 Ward 12,2,1229,2008|2010
Oakland,OAKLAND,Rochester Hills City 24 Ward 3,1,1229,2012
Barry,BARRY,Hastings City 4 Ward 4,2,1226,2008|2010
Wayne,WAYNE,Detroit City 12 Ward 6,2,1226,2008|2010
Wayne,WAYNE,Huron Township 8,3,1225,2008|2010|2012
Kent,KENT,Grand Rapids City 18 Ward 2,2,1225,2008|2010
Muskegon,MUSKEGON,Fruitland Township 3,2,1225,2008|2010
Allegan,ALLEGAN,Dorr Township 4,2,1223,2008|2010
Oakland,OAKLAND,Rochester Hills City 20,2,1223,2008|2010
Wayne,WAYNE,Highland Park City 23,6,1221,2008|2010|2012|2014|2016|2018
Wayne,WAYNE,Detroit City 19 Ward 19,2,1219,2008|2010
Wayne,WAYNE,Detroit City 28 Ward 6,2,1218,2008|2010
Genesee,GENESEE,Flint City 6,2,1217,2008|2010
Wayne,WAYNE,Detroit City 6 Ward 6,2,1217,2008|2010
Wayne,WAYNE,Detroit City 22 Ward 4,3,1216,2008|2010|2012
Kent,KENT,Grand Rapids City 36 Ward 1,2,1215,2008|2010
Wayne,WAYNE,Inkster City 3 Ward 2,3,1214,2008|2010|2012
Genesee,GENESEE,Flint City 44,2,1214,2008|2010
Kent,KENT,Grand Rapids City 4 Ward 2,2,1212,2008|2010
Wayne,WAYNE,Detroit City 38 Ward 6,2,1212,2008|2010
Wayne,WAYNE,Detroit City 15 Ward 21,2,1210,2008|2010
Oakland,OAKLAND,Rochester Hills City 16,2,1208,2008|2010
Bay,BAY,Bay City 3 Ward 4,2,1207,2008|2010
Wayne,WAYNE,Detroit City 12 Ward 17,2,1206,2008|2010
Wayne,WAYNE,Riverview City 5,2,1206,2008|2010
Oakland,OAKLAND,Pontiac City 28,2,1205,2008|2010
Gladwin,GLADWIN,Gladwin City 2,2,1202,2008|2010
Kent,KENT,Wyoming City 20 Ward 3,2,1201,2008|2010
Wayne,WAYNE,Detroit City 12 Ward 4,3,1198,2008|2010|2012
Oakland,OAKLAND,Rochester Hills City 10 Ward 2,1,1194,2012
Wayne,WAYNE,Dearborn Heights City 29,2,1191,2008|2010
Wayne,WAYNE,Detroit City 19 Ward 8,2,1191,2008|2010
Bay,BAY,Bay City 3 Ward 8,2,1190,2008|2010
Kent,KENT,Grand Rapids City 3 Ward 3,2,1190,2008|2010
Oakland,OAKLAND,Pontiac City 21,2,1190,2008|2010
Bay,BAY,Bay City 2 Ward 5,2,1189,2008|2010
Genesee,GENESEE,Flint City 9,2,1188,2008|2010
Genesee,GENESEE,Flint Township 16,2,1187,2008|2010
Ottawa,OTTAWA,Holland City 2 Ward 2,2,1187,2008|2010
Muskegon,MUSKEGON,Norton Shores City 9,2,1185,2008|2010
Kent,KENT,Grand Rapids City 12 Ward 2,2,1182,2008|2010
Wayne,WAYNE,Detroit City 29 Ward 3,2,1181,2008|2010
Macomb,MACOMB,Warren City 13 Ward 5,4,1179,2012|2014|2016|2018
Oakland,OAKLAND,Rochester Hills City 7,2,1179,2008|2010
Wayne,WAYNE,Detroit City 11 Ward 21,2,1179,2008|2010
Wayne,WAYNE,Detroit City 163,3,1178,2014|2016|2018
Jackson,JACKSON,Summit Township 10,2,1178,2008|2010
Lapeer,LAPEER,Lapeer City 3,2,1178,2008|2010
Bay,BAY,Bay City 3 Ward 2,2,1177,2008|2010
Genesee,GENESEE,Flint City 27,2,1177,2008|2010
Wayne,WAYNE,Detroit City 160,3,1176,2014|2016|2018
Wayne,WAYNE,Detroit City 1 Ward 17,2,1175,2008|2010
Wayne,WAYNE,Inkster City 4 Ward 3,3,1174,2008|2010|2012
Oakland,OAKLAND,Rochester Hills City 27 Ward 4,1,1174,2012
Muskegon,MUSKEGON,Muskegon City 10,2,1169,2008|2010
Kent,KENT,Walker City 2 Ward 3,1,1169,2008
Wayne,WAYNE,Detroit City 44 Ward 18,2,1167,2008|2010
Mecosta,MECOSTA,Big Rapids City 5,3,1163,2008|2010|2012
Wayne,WAYNE,Detroit City 18 Ward 5,2,1163,2008|2010
Wayne,WAYNE,Detroit City 5 Ward 15,2,1161,2008|2010
Muskegon,MUSKEGON,Muskegon Heights City 5,2,1157,2008|2010
Oakland,OAKLAND,Rochester Hills City 8,2,1157,2008|2010
Wayne,WAYNE,Detroit City 5 Ward 20,2,1156,2008|2010
Kent,KENT,Grand Rapids City 5 Ward 2,2,1155,2008|2010
Wayne,WAYNE,Detroit City 40 Ward 14,2,1154,2008|2010
Ottawa,OTTAWA,Holland City 2 Ward 3,2,1153,2008|2010
Wayne,WAYNE,Detroit City 71 Ward 4,2,1151,2008|2010
Wayne,WAYNE,Detroit City 20 Ward 24,2,1150,2008|2010
Manistee,MANISTEE,Manistee City 5,4,1148,2008|2010|2012|2014
Wayne,WAYNE,Detroit City 17 Ward 18,2,1148,2008|2010
Wayne,WAYNE,Detroit City 21 Ward 13,2,1148,2008|2010
Wayne,WAYNE,Detroit City 71 Ward 18,2,1147,2008|2010
Monroe,MONROE,Bedford Township 15,1,1147,2010
Oakland,OAKLAND,Rochester Hills City 18 Ward 2,1,1146,2012
Wayne,WAYNE,Romulus City 17,3,1145,2008|2010|2012
Oakland,OAKLAND,Oak Park City 17,2,1144,2008|2010
Bay,BAY,Bay City 3 Ward 7,2,1142,2008|2010
Oakland,OAKLAND,Madison Heights City 14,2,1142,2008|2010
Genesee,GENESEE,Flint City 11,2,1141,2008|2010
Oakland,OAKLAND,Rochester Hills City 29,2,1139,2008|2010
Wayne,WAYNE,Plymouth Township 17,1,1139,2008
Wayne,WAYNE,Detroit City 32 Ward 4,3,1135,2008|2010|2012
Eaton,EATON,Delta Township 43,2,1135,2008|2010
Genesee,GENESEE,Flint City 12,2,1135,2008|2010
Wayne,WAYNE,Detroit City 15 Ward 19,2,1135,2008|2010
Wayne,WAYNE,Detroit City 284,3,1134,2014|2016|2018
Wayne,WAYNE,Detroit City 28 Ward 24,2,1134,2008|2010
Wayne,WAYNE,Detroit City 1 Ward 19,2,1130,2008|2010
Wayne,WAYNE,Detroit City 37,3,1127,2014|2016|2018
Wayne,WAYNE,Detroit City 20 Ward 17,2,1126,2008|2010
Oakland,OAKLAND,Oak Park City 19,2,1125,2008|2010
Wayne,WAYNE,Detroit City 19 Ward 11,2,1124,2008|2010
Eaton,EATON,Lansing City 6E Ward 3,1,1122,2008
Wayne,WAYNE,Detroit City 40 Ward 6,2,1120,2008|2010
Wayne,WAYNE,Huron Township 9,3,1119,2008|2010|2012
Manistee,MANISTEE,Manistee City 6,4,1118,2008|2010|2012|2014
Kent,KENT,Grand Rapids City 1 Ward 3,2,1118,2008|2010
Oakland,OAKLAND,Rochester Hills City 19 Ward 2,1,1118,2012
Wayne,WAYNE,Detroit City 37 Ward 21,2,1113,2008|2010
Wayne,WAYNE,Detroit City 30 Ward 3,2,1110,2008|2010
Wayne,WAYNE,Detroit City 9 Ward 16,2,1110,2008|2010
Kent,KENT,Walker City 1 Ward 3,1,1110,2008
Genesee,GENESEE,Flint City 47 Ward 7,4,1109,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 141,3,1108,2014|2016|2018
Kent,KENT,Grand Rapids City 31 Ward 1,2,1107,2008|2010
Wayne,WAYNE,Romulus City 15,3,1105,2008|2010|2012
Gratiot,GRATIOT,Bethany Township 1A,2,1103,2008|2010
Oakland,OAKLAND,Pontiac City 7,2,1103,2008|2010
Oakland,OAKLAND,Pontiac City 3,2,1102,2008|2010
Wayne,WAYNE,Grosse Pointe Township 1,1,1102,2008
Wayne,WAYNE,Detroit City 72 Ward 6,2,1101,2008|2010
Washtenaw,WASHTENAW,Ann Arbor City 10 Ward 3,1,1097,2018
Clare,CLARE,Grant Township 0A,4,1094,2008|2010|2012|2014
Wayne,WAYNE,Detroit City 35 Ward 9,2,1091,2008|2010
Branch,BRANCH,Coldwater City 4,2,1090,2008|2010
Wayne,WAYNE,Detroit City 12 Ward 16,2,1090,2008|2010
Wayne,WAYNE,Detroit City 73 Ward 16,2,1084,2008|2010
Wayne,WAYNE,Detroit City 37 Ward 16,2,1081,2008|2010
Emmet,EMMET,Center Township 5,4,1080,2012|2014|2016|2018
Kent,KENT,Grand Rapids City 45 Ward 3,2,1080,2008|2010
Oakland,OAKLAND,Pontiac City 13,2,1080,2008|2010
Oakland,OAKLAND,Pontiac City 18,2,1075,2008|2010
Macomb,MACOMB,Warren City 29 Ward 3,1,1074,2012
Genesee,GENESEE,Flint City 55,2,1073,2008|2010
Wayne,WAYNE,Dearborn Heights City 32,2,1071,2008|2010
Wayne,WAYNE,Detroit City 73 Ward 4,2,1071,2008|2010
Genesee,GENESEE,Flint City 3,2,1070,2008|2010
Wayne,WAYNE,Detroit City 1 Ward 26,2,1067,2008|2010
Wayne,WAYNE,Detroit City 16 Ward 13,2,1066,2008|2010
Bay,BAY,Bay City 2 Ward 7,2,1065,2008|2010
Genesee,GENESEE,Flint City 57,2,1065,2008|2010
Wayne,WAYNE,Detroit City 18 Ward 23,2,1064,2008|2010
Wayne,WAYNE,Detroit City 11 Ward 17,2,1063,2008|2010
Wayne,WAYNE,Detroit City 4 Ward 26,2,1063,2008|2010
Wayne,WAYNE,Detroit City 46 Ward 4,3,1060,2008|2010|2012
Oakland,OAKLAND,Pontiac City 4,2,1060,2008|2010
Ingham,INGHAM,Lansing City 6 Ward 4,2,1058,2008|2010
Hillsdale,HILLSDALE,Hillsdale City 1,2,1055,2008|2010
Kent,KENT,Walker City 2 Ward 2,1,1054,2008
Jackson,JACKSON,Summit Township 11,2,1052,2008|2010
Berrien,BERRIEN,Benton Township 2A,2,1051,2008|2010
Genesee,GENESEE,Flint City 15 Ward 3,4,1046,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 1 Ward 10,2,1046,2008|2010
Kent,KENT,Grand Rapids City 42 Ward 3,2,1045,2008|2010
Wayne,WAYNE,Detroit City 34 Ward 9,2,1044,2008|2010
Wayne,WAYNE,Dearborn Heights City 30,2,1042,2008|2010
Bay,BAY,Bay City 3 Ward 3,2,1041,2008|2010
Oakland,OAKLAND,Pontiac City 27,2,1041,2008|2010
Wayne,WAYNE,Detroit City 18 Ward 18,2,1041,2008|2010
Kent,KENT,Walker City 3 Ward 3,1,1039,2008
Wayne,WAYNE,Detroit City 73 Ward 15,2,1037,2008|2010
Muskegon,MUSKEGON,Norton Shores City 11,2,1036,2008|2010
Barry,BARRY,Assyria Township 1A,1,1035,2008
Bay,BAY,Bay City 3 Ward 5,2,1034,2008|2010
Wayne,WAYNE,Detroit City 48 Ward 16,2,1034,2008|2010
Branch,BRANCH,Coldwater City 1A,2,1031,2008|2010
Wayne,WAYNE,Detroit City 36 Ward 14,2,1031,2008|2010
Wayne,WAYNE,Detroit City 37 Ward 5,2,1031,2008|2010
Wayne,WAYNE,Detroit City 47 Ward 5,2,1031,2008|2010
Macomb,MACOMB,Mount Clemens City 8,2,1030,2008|2010
Wayne,WAYNE,Detroit City 15 Ward 18,2,1030,2008|2010
Washtenaw,WASHTENAW,Pittsfield Township 13,1,1030,2018
Wayne,WAYNE,Detroit City 46 Ward 15,2,1029,2008|2010
Wayne,WAYNE,Detroit City 427,3,1028,2014|2016|2018
Wayne,WAYNE,Detroit City 6 Ward 21,2,1027,2008|2010
Wayne,WAYNE,Detroit City 1 Ward 20,2,1026,2008|2010
Wayne,WAYNE,Detroit City 131,3,1024,2014|2016|2018
Allegan,ALLEGAN,Holland City 5 Ward 13,2,1024,2012|2014
Wayne,WAYNE,Detroit City 214,3,1022,2014|2016|2018
Wayne,WAYNE,Detroit City 14 Ward 19,2,1021,2008|2010
Washtenaw,WASHTENAW,Lima Township 2,1,1021,2018
Wayne,WAYNE,Detroit City 20 Ward 5,2,1019,2008|2010
Wayne,WAYNE,Detroit City 31 Ward 16,2,1019,2008|2010
Wayne,WAYNE,Detroit City 15 Ward 12,2,1017,2008|2010
Wayne,WAYNE,Detroit City 30 Ward 16,2,1017,2008|2010
Wayne,WAYNE,Detroit City 13 Ward 15,2,1016,2008|2010
Wayne,WAYNE,Detroit City 46 Ward 16,2,1013,2008|2010
Genesee,GENESEE,Flint City 14,2,1012,2008|2010
Wayne,WAYNE,Detroit City 14 Ward 11,2,1011,2008|2010
Jackson,JACKSON,Summit Township 12,2,1010,2008|2010
Wayne,WAYNE,Detroit City 127 Ward 5,1,1009,2012
Wayne,WAYNE,Detroit City 71 Ward 6,2,1007,2008|2010
Oakland,OAKLAND,Rochester Hills City 11 Ward 4,1,1007,2012
Wayne,WAYNE,Detroit City 21,3,1003,2014|2016|2018
Saginaw,SAGINAW,Saginaw City 21,2,1002,2012|2014
Barry,BARRY,Hastings City 3 Ward 3,2,1001,2008|2010
Wayne,WAYNE,Detroit City 26 Ward 6,2,1000,2008|2010
Bay,BAY,Bay City 3 Ward 9,2,999,2008|2010
Barry,BARRY,Baltimore Township 1A,1,998,2008
Wayne,WAYNE,Detroit City 18 Ward 6,2,997,2008|2010
Wayne,WAYNE,Detroit City 3 Ward 15,2,997,2008|2010
Wayne,WAYNE,Detroit City 46 Ward 14,2,997,2008|2010
Wayne,WAYNE,Detroit City 7 Ward 18,2,997,2008|2010
Wayne,WAYNE,Detroit City 20 Ward 6,2,995,2008|2010
Bay,BAY,Bay City 3 Ward 6,2,993,2008|2010
Emmet,EMMET,Bear Creek Township 4,1,993,2008
Oakland,OAKLAND,Rochester Hills City 13 Ward 3,1,992,2012
Wayne,WAYNE,Detroit City 321,3,991,2014|2016|2018
Kent,KENT,Grand Rapids City 6 Ward 2,2,991,2008|2010
Macomb,MACOMB,Warren City 56,2,990,2008|2010
Wayne,WAYNE,Detroit City 397,3,989,2014|2016|2018
Genesee,GENESEE,Flint City 21,2,988,2008|2010
Wayne,WAYNE,Detroit City 11 Ward 5,2,988,2008|2010
Wayne,WAYNE,Inkster City 3 Ward 3,3,987,2008|2010|2012
Wayne,WAYNE,Detroit City 40 Ward 5,2,987,2008|2010
Kent,KENT,Kentwood City 18,1,985,2018
Genesee,GENESEE,Flint City 19 Ward 3,4,984,2012|2014|2016|2018
Genesee,GENESEE,Flint City 17,2,984,2008|2010
Wayne,WAYNE,Detroit City 38 Ward 16,2,984,2008|2010
Wayne,WAYNE,Detroit City 7 Ward 8,2,984,2008|2010
Wayne,WAYNE,Detroit City 42 Ward 20,2,983,2008|2010
Wayne,WAYNE,Detroit City 72 Ward 5,2,982,2008|2010
Wayne,WAYNE,Detroit City 25 Ward 5,2,981,2008|2010
Eaton,EATON,Delta Township 54,2,980,2008|2010
Wayne,WAYNE,Detroit City 27 Ward 3,2,977,2008|2010
Wayne,WAYNE,Detroit City 354,3,976,2014|2016|2018
Oakland,OAKLAND,Pontiac City 24,2,975,2008|2010
Wayne,WAYNE,Detroit City 28 Ward 9,2,974,2008|2010
Bay,BAY,Bay City 2 Ward 6,2,969,2008|2010
Oakland,OAKLAND,Rochester Hills City 2,2,969,2008|2010
Wayne,WAYNE,Detroit City 36 Ward 9,2,969,2008|2010
Saginaw,SAGINAW,Saginaw City 18A,2,968,2008|2010
Wayne,WAYNE,Detroit City 149,3,967,2014|2016|2018
Wayne,WAYNE,Detroit City 29 Ward 15,2,966,2008|2010
Wayne,WAYNE,Detroit City 40 Ward 20,2,966,2008|2010
Wayne,WAYNE,Detroit City 9 Ward 21,2,965,2008|2010
Wayne,WAYNE,Detroit City 106 Ward 4,1,965,2012
Wayne,WAYNE,Detroit City 37 Ward 19,2,964,2008|2010
Oakland,OAKLAND,Rochester Hills City 4 Ward 2,1,961,2012
Wayne,WAYNE,Detroit City 13 Ward 4,3,959,2008|2010|2012
Wayne,WAYNE,Detroit City 327,3,959,2014|2016|2018
Wayne,WAYNE,Detroit City 10 Ward 15,2,958,2008|2010
Oakland,OAKLAND,Rochester Hills City 3 Ward 3,1,957,2012
Wayne,WAYNE,Detroit City 25 Ward 16,2,956,2008|2010
Wayne,WAYNE,Detroit City 37 Ward 20,2,956,2008|2010
Livingston,LIVINGSTON,Genoa Township 13,2,954,2016|2018
Oakland,OAKLAND,Rochester Hills City 6,2,953,2008|2010
Cass,CASS,Dowagiac City 0 Ward 1,2,947,2008|2010
Calhoun,CALHOUN,Battle Creek City 18A,2,946,2008|2010
Ingham,INGHAM,Lansing City 10 Ward 3,2,946,2008|2010
Oakland,OAKLAND,Rochester Hills City 31 Ward 3,1,943,2012
Charlevoix,CHARLEVOIX,Charlevoix City 0 Ward 1,2,942,2008|2010
Baraga,BARAGA,Baraga Township 3,6,941,2008|2010|2012|2014|2016|2018
Wayne,WAYNE,Plymouth Township 15,1,941,2008
Barry,BARRY,Woodland Township 1A,1,938,2008
Allegan,ALLEGAN,Holland City 1 Ward 5,2,937,2008|2010
Wayne,WAYNE,Detroit City 9 Ward 19,2,937,2008|2010
Cass,CASS,Dowagiac City 0 Ward 3,2,936,2008|2010
Wayne,WAYNE,Detroit City 24 Ward 15,2,936,2008|2010
Wayne,WAYNE,Detroit City 33 Ward 22,2,936,2008|2010
Kent,KENT,Grand Rapids City 38 Ward 1,2,935,2008|2010
Wayne,WAYNE,Detroit City 18 Ward 21,2,935,2008|2010
Wayne,WAYNE,Detroit City 12 Ward 20,2,933,2008|2010
Wayne,WAYNE,Detroit City 41 Ward 20,2,932,2008|2010
Wayne,WAYNE,Detroit City 44 Ward 13,2,932,2008|2010
Bay,BAY,Bay City 2 Ward 8,2,931,2008|2010
Wayne,WAYNE,Detroit City 3 Ward 21,2,931,2008|2010
Macomb,MACOMB,Macomb Township 36,1,930,2018
Macomb,MACOMB,Warren City 86,1,929,2008
Wayne,WAYNE,Detroit City 43 Ward 4,3,926,2008|2010|2012
Bay,BAY,Bay City 2 Ward 9,2,926,2008|2010
Alcona,ALCONA,Harrisville City 1 Ward 1,4,925,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 72 Ward 20,2,925,2008|2010
Wayne,WAYNE,Detroit City 17 Ward 15,2,924,2008|2010
Wayne,WAYNE,Detroit City 10 Ward 18,2,923,2008|2010
Wayne,WAYNE,Detroit City 28 Ward 16,2,923,2008|2010
Wayne,WAYNE,Detroit City 36 Ward 17,2,923,2008|2010
Wayne,WAYNE,Detroit City 45 Ward 5,2,923,2008|2010
Kent,KENT,Grand Rapids City 9 Ward 2,2,922,2008|2010
Wayne,WAYNE,Detroit City 308 Ward 1,1,922,2012
Schoolcraft,SCHOOLCRAFT,Manistique City 4,3,921,2008|2010|2012
Ottawa,OTTAWA,Holland City 1 Ward 2,2,920,2008|2010
Wayne,WAYNE,Detroit City 2 Ward 16,2,920,2008|2010
Wayne,WAYNE,Detroit City 10 Ward 16,2,919,2008|2010
Wayne,WAYNE,Detroit City 35 Ward 5,2,919,2008|2010
Wayne,WAYNE,Detroit City 45 Ward 16,2,914,2008|2010
Wayne,WAYNE,Detroit City 32 Ward 14,2,913,2008|2010
Wayne,WAYNE,Detroit City 22 Ward 6,2,912,2008|2010
Macomb,MACOMB,Sterling Heights City 47,2,911,2008|2010
Manistee,MANISTEE,Manistee City 4,4,910,2008|2010|2012|2014
Eaton,EATON,Delta Township 44,2,909,2008|2010
Genesee,GENESEE,Flint City 54 Ward 8,4,908,2012|2014|2016|2018
Oakland,OAKLAND,Pontiac City 22,2,907,2008|2010
Wayne,WAYNE,Detroit City 22 Ward 22,2,907,2008|2010
Kent,KENT,Walker City 3 Ward 2,1,907,2008
Genesee,GENESEE,Flint City 23,2,906,2008|2010
Wayne,WAYNE,Detroit City 11 Ward 14,2,906,2008|2010
Wayne,WAYNE,Detroit City 2 Ward 9,2,906,2008|2010
Ionia,IONIA,Portland Township 2,1,905,2018
Alpena,ALPENA,Long Rapids Township 1 Ward 1,2,904,2008|2010
Wayne,WAYNE,Detroit City 11 Ward 6,2,902,2008|2010
Wayne,WAYNE,Detroit City 24 Ward 6,2,902,2008|2010
Oakland,OAKLAND,Oak Park City 18,2,901,2008|2010
Wayne,WAYNE,Detroit City 1 Ward 4,2,901,2008|2010
Genesee,GENESEE,Flint City 18 Ward 3,4,899,2012|2014|2016|2018
Gogebic,GOGEBIC,Ironwood City 4,2,899,2008|2010
Wayne,WAYNE,Detroit City 1 Ward 13,2,899,2008|2010
Kent,KENT,Nelson Township 3,6,898,2008|2010|2012|2014|2016|2018
Genesee,GENESEE,Flint City 32,2,898,2008|2010
Wayne,WAYNE,Detroit City 1 Ward 5,3,895,2008|2010|2012
Wayne,WAYNE,Detroit City 40 Ward 13,2,895,2008|2010
Wayne,WAYNE,Detroit City 14 Ward 13,2,892,2008|2010
Wayne,WAYNE,Detroit City 2 Ward 3,2,892,2008|2010
Wayne,WAYNE,Dearborn Heights City 34,2,891,2008|2010
Macomb,MACOMB,Warren City 74,1,891,2008
Wayne,WAYNE,Detroit City 358,3,890,2014|2016|2018
Wayne,WAYNE,Detroit City 314,3,889,2014|2016|2018
Wayne,WAYNE,Detroit City 34 Ward 19,2,887,2008|2010
Wayne,WAYNE,Detroit City 73 Ward 17,2,887,2008|2010
Muskegon,MUSKEGON,Muskegon City 8,2,886,2008|2010
Allegan,ALLEGAN,Holland City 4 Ward 9,1,886,2012
Hillsdale,HILLSDALE,Hillsdale City 2,2,885,2008|2010
Wayne,WAYNE,Dearborn Heights City 28,2,884,2008|2010
Wayne,WAYNE,Detroit City 48 Ward 21,2,884,2008|2010
Wayne,WAYNE,Detroit City 6 Ward 24,2,883,2008|2010
Wayne,WAYNE,Detroit City 19 Ward 12,2,882,2008|2010
Macomb,MACOMB,Warren City 54,1,882,2010
Ingham,INGHAM,Lansing City 8 Ward 2,2,880,2008|2010
Wayne,WAYNE,Detroit City 10 Ward 21,2,879,2008|2010
Wayne,WAYNE,Detroit City 38 Ward 13,2,879,2008|2010
Wayne,WAYNE,Detroit City 10 Ward 22,2,874,2008|2010
Bay,BAY,Portsmouth Township 3,2,871,2008|2010
Wayne,WAYNE,Detroit City 10 Ward 14,2,868,2008|2010
Wayne,WAYNE,Detroit City 45 Ward 15,2,868,2008|2010
Wayne,WAYNE,Detroit City 43 Ward 19,2,867,2008|2010
Wayne,WAYNE,Detroit City 37 Ward 13,2,866,2008|2010
Wayne,WAYNE,Detroit City 71 Ward 20,2,866,2008|2010
Wayne,WAYNE,Detroit City 74 Ward 15,2,865,2008|2010
Oakland,OAKLAND,Rochester Hills City 15 Ward 4,1,864,2012
Wayne,WAYNE,Detroit City 118,3,862,2014|2016|2018
Jackson,JACKSON,Columbia Township 4,2,859,2008|2010
Wayne,WAYNE,Detroit City 35 Ward 6,2,859,2008|2010
Wayne,WAYNE,Detroit City 38 Ward 20,2,859,2008|2010
Wayne,WAYNE,Detroit City 7 Ward 19,2,858,2008|2010
Wayne,WAYNE,Detroit City 71 Ward 11,2,857,2008|2010
Kent,KENT,Grand Rapids City 2 Ward 3,2,856,2008|2010
Wayne,WAYNE,Detroit City 29 Ward 20,2,856,2008|2010
Bay,BAY,Fraser Township 2,1,856,2008
Oakland,OAKLAND,Rochester Hills City 7 Ward 2,1,856,2012
Dickinson,DICKINSON,Sagola Township 2,6,855,2008|2010|2012|2014|2016|2018
Wayne,WAYNE,Detroit City 8 Ward 14,2,852,2008|2010
Genesee,GENESEE,Flint City 58,2,851,2008|2010
Wayne,WAYNE,Detroit City 46 Ward 20,2,851,2008|2010
Washtenaw,WASHTENAW,Ann Arbor City 12 Ward 5,1,851,2018
Oakland,OAKLAND,Pontiac City 15,2,850,2008|2010
Wayne,WAYNE,Detroit City 8 Ward 6,2,850,2008|2010
Wayne,WAYNE,Ecorse City 8,2,850,2008|2010
Wayne,WAYNE,Romulus City 18,3,849,2008|2010|2012
Macomb,MACOMB,Warren City 57,1,848,2010
Muskegon,MUSKEGON,Norton Shores City 8,2,847,2008|2010
Muskegon,MUSKEGON,Laketon Township 4,2,845,2008|2010
Wayne,WAYNE,Detroit City 4 Ward 5,2,845,2008|2010
Wayne,WAYNE,Detroit City 11 Ward 9,2,844,2008|2010
Wayne,WAYNE,Detroit City 29 Ward 5,2,844,2008|2010
Wayne,WAYNE,Detroit City 4 Ward 18,2,842,2008|2010
Oakland,OAKLAND,Rochester Hills City 20 Ward 4,1,838,2012
Wayne,WAYNE,Detroit City 3 Ward 17,2,836,2008|2010
Wayne,WAYNE,Detroit City 21 Ward 16,2,835,2008|2010
Wayne,WAYNE,Detroit City 27 Ward 8,2,835,2008|2010
Wayne,WAYNE,Detroit City 108,3,832,2014|2016|2018
Wayne,WAYNE,Detroit City 5 Ward 18,2,832,2008|2010
