county,county_norm,precinct_label,unmatched_rows,unmatched_vote_volume,years
Genesee,GENESEE,Flint City 14 Ward 2,4,2447,2012|2014|2016|2018
Lapeer,LAPEER,Metamora Township 1A,2,2443,2008|2010
Genesee,GENESEE,Flint City 44 Ward 6,4,2442,2012|2014|2016|2018
Schoolcraft,SCHOOLCRAFT,Manistique City 3,6,2438,2008|2010|2012|2014|2016|2018
Lapeer,LAPEER,Lapeer City 3 Ward 1,4,2436,2012|2014|2016|2018
Houghton,HOUGHTON,Portage Township 1,6,2428,2008|2010|2012|2014|2016|2018
Lapeer,LAPEER,Imlay Township 1A,2,2422,2008|2010
Oakland,OAKLAND,Rochester Hills City 25,2,2422,2008|2010
Genesee,GENESEE,Flint City 42,2,2421,2008|2010
Oakland,OAKLAND,Rochester Hills City 12,2,2412,2008|2010
Muskegon,MUSKEGON,Muskegon City 8 Ward 3,4,2395,2012|2014|2016|2018
Livingston,LIVINGSTON,Genoa Township 11,6,2394,2008|2010|2012|2014|2016|2018
Ionia,IONIA,Ionia City 4 Ward 4,5,2388,2008|2010|2014|2016|2018
Oakland,OAKLAND,Clawson City 6,2,2387,2008|2010
Wayne,WAYNE,Dearborn City 39,5,2385,2008|2010|2012|2014|2018
Kent,KENT,Kentwood City 10 Ward 1,2,2383,2008|2010
Genesee,GENESEE,Flint City 28 Ward 5,4,2381,2012|2014|2016|2018
Lapeer,LAPEER,Dryden Township 2A,2,2379,2008|2010
Otsego,OTSEGO,Gaylord City 2 Ward 2,5,2376,2008|2010|2014|2016|2018
Ingham,INGHAM,Lansing City 15 Ward 4,2,2375,2008|2010
Macomb,MACOMB,Warren City 56 Ward 1,4,2373,2012|2014|2016|2018
Macomb,MACOMB,Warren City 48 Ward 2,4,2372,2012|2014|2016|2018
Wayne,WAYNE,Highland Park City 15,6,2370,2008|2010|2012|2014|2016|2018
Oakland,OAKLAND,Rochester Hills City 15 Ward 1,3,2366,2014|2016|2018
Genesee,GENESEE,Flint City 47,2,2361,2008|2010
Genesee,GENESEE,Flint City 11 Ward 2,4,2357,2012|2014|2016|2018
Kent,KENT,Grand Rapids City 75 Ward 3,4,2348,2012|2014|2016|2018
Jackson,JACKSON,Jackson City 2 Ward 5,6,2333,2008|2010|2012|2014|2016|2018
Genesee,GENESEE,Flint City 53,2,2330,2008|2010
Macomb,MACOMB,Chesterfield Township 20,3,2327,2008|2010|2012
St. Joseph,ST. JOSEPH,Lockport Township 2,6,2316,2008|2010|2012|2014|2016|2018
Wayne,WAYNE,Wayne City 7,4,2306,2008|2010|2012|2014
Genesee,GENESEE,Flint City 53 Ward 8,4,2303,2012|2014|2016|2018
Oakland,OAKLAND,Southfield City 42,3,2302,2008|2010|2012
Genesee,GENESEE,Thetford Township 5,4,2295,2008|2010|2012|2014
Oakland,OAKLAND,Bloomfield Township 25,6,2293,2008|2010|2012|2014|2016|2018
Oakland,OAKLAND,Southfield City 37,3,2291,2008|2010|2012
Macomb,MACOMB,Warren City 26 Ward 4,4,2283,2012|2014|2016|2018
Oakland,OAKLAND,Southfield City 41,3,2279,2008|2010|2012
Lapeer,LAPEER,Dryden Township 1A,2,2277,2008|2010
Oakland,OAKLAND,Pontiac City 9 Ward 3,4,2269,2012|2014|2016|2018
Genesee,GENESEE,Flint City 34,2,2269,2008|2010
Wayne,WAYNE,Ecorse City 6,6,2267,2008|2010|2012|2014|2016|2018
Genesee,GENESEE,Flint City 5 Ward 1,4,2261,2012|2014|2016|2018
Oakland,OAKLAND,Southfield City 38,3,2258,2008|2010|2012
Genesee,GENESEE,Flint City 55 Ward 8,4,2253,2012|2014|2016|2018
Macomb,MACOMB,Washington Township 10,2,2244,2016|2018
Oakland,OAKLAND,Rochester Hills City 20 Ward 1,3,2239,2014|2016|2018
Bay,BAY,Williams Township 3,6,2221,2008|2010|2012|2014|2016|2018
Genesee,GENESEE,Genesee Township 12,2,2218,2008|2010
Kent,KENT,Kentwood City 9 Ward 2,2,2207,2008|2010
St. Clair,ST. CLAIR,Ira Township 3,6,2187,2008|2010|2012|2014|2016|2018
Monroe,MONROE,Monroe City 3,4,2187,2012|2014|2016|2018
Kent,KENT,Grand Rapids City 7 Ward 2,2,2185,2008|2010
Kent,KENT,Grand Rapids City 5 Ward 3,2,2177,2008|2010
Alger,ALGER,Munising Township 2,6,2169,2008|2010|2012|2014|2016|2018
Schoolcraft,SCHOOLCRAFT,Manistique City 2,6,2161,2008|2010|2012|2014|2016|2018
Wayne,WAYNE,Grosse Ile Township 6,4,2160,2008|2010|2012|2014
Mackinac,MACKINAC,St. Ignace Township 1,6,2145,2008|2010|2012|2014|2016|2018
Oakland,OAKLAND,Rochester Hills City 7 Ward 1,3,2145,2014|2016|2018
Genesee,GENESEE,Flint City 41 Ward 6,4,2143,2012|2014|2016|2018
Allegan,ALLEGAN,Casco Township 1B,2,2143,2008|2010
Genesee,GENESEE,Flint City 39 Ward 6,4,2140,2012|2014|2016|2018
Gratiot,GRATIOT,Fulton Township 1A,2,2136,2008|2010
Wayne,WAYNE,Detroit City 127,3,2132,2014|2016|2018
Oakland,OAKLAND,Rochester Hills City 3,2,2120,2008|2010
Genesee,GENESEE,Flint City 10 Ward 2,4,2116,2012|2014|2016|2018
Ingham,INGHAM,Delhi Township 10,2,2116,2008|2010
Wayne,WAYNE,Highland Park City 8,6,2114,2008|2010|2012|2014|2016|2018
Genesee,GENESEE,Flint City 12 Ward 2,4,2112,2012|2014|2016|2018
Otsego,OTSEGO,Gaylord City 3 Ward 3,5,2091,2008|2010|2014|2016|2018
Macomb,MACOMB,Warren City 12 Ward 5,4,2090,2012|2014|2016|2018
Macomb,MACOMB,Warren City 58,2,2084,2008|2010
Oakland,OAKLAND,Rochester Hills City 4,2,2083,2008|2010
Calhoun,CALHOUN,Battle Creek City 18,4,2076,2012|2014|2016|2018
Wayne,WAYNE,Westland City 26,6,2064,2008|2010|2012|2014|2016|2018
Ingham,INGHAM,Lansing City 12 Ward 3,2,2062,2008|2010
Oakland,OAKLAND,Southfield City 40,3,2059,2008|2010|2012
Montcalm,MONTCALM,Maple Valley Township 2,6,2058,2008|2010|2012|2014|2016|2018
Kent,KENT,Grand Rapids City 8 Ward 3,2,2054,2008|2010
Ionia,IONIA,Lyons Township 3,6,2053,2008|2010|2012|2014|2016|2018
Calhoun,CALHOUN,Athens Township 1A,2,2051,2008|2010
Kent,KENT,Grand Rapids City 9 Ward 3,2,2043,2008|2010
Ionia,IONIA,Ionia City 2 Ward 2,5,2035,2008|2010|2014|2016|2018
Macomb,MACOMB,Roseville City 20,3,2033,2008|2010|2012
Wayne,WAYNE,Sumpter Township 5,6,2030,2008|2010|2012|2014|2016|2018
Oakland,OAKLAND,Rochester Hills City 5,2,2030,2008|2010
Ingham,INGHAM,Lansing City 14 Ward 1,2,1999,2008|2010
Wayne,WAYNE,Romulus City 14,3,1995,2008|2010|2012
Alpena,ALPENA,Alpena City 2,4,1991,2008|2010|2012|2014
Wayne,WAYNE,Ecorse City 5,6,1989,2008|2010|2012|2014|2016|2018
Ottawa,OTTAWA,Holland City 2 Ward 6,2,1986,2008|2010
Kent,KENT,Grand Rapids City 17 Ward 3,2,1982,2008|2010
Ogemaw,OGEMAW,West Branch City 1 Ward 1,6,1981,2008|2010|2012|2014|2016|2018
Jackson,JACKSON,Spring Arbor Township 4,2,1979,2008|2010
Oakland,OAKLAND,Southfield City 43,3,1977,2008|2010|2012
Macomb,MACOMB,Sterling Heights City 52,2,1977,2008|2010
Oakland,OAKLAND,Rochester Hills City 1,2,1975,2008|2010
Muskegon,MUSKEGON,Muskegon City 2,2,1972,2008|2010
Wayne,WAYNE,Romulus City 16,3,1971,2008|2010|2012
Wayne,WAYNE,Northville Township 13,4,1969,2008|2010|2012|2014
Ingham,INGHAM,Lansing City 8 Ward 3,2,1964,2008|2010
Kent,KENT,Grand Rapids City 39 Ward 3,2,1963,2008|2010
Ottawa,OTTAWA,Holland City 1 Ward 4,2,1959,2008|2010
Ingham,INGHAM,Lansing City 45 Ward 1,2,1956,2016|2018
Oakland,OAKLAND,Madison Heights City 12,2,1952,2008|2010
Muskegon,MUSKEGON,Muskegon City 11,2,1938,2008|2010
Genesee,GENESEE,Flint City 1,2,1925,2008|2010
Macomb,MACOMB,Sterling Heights City 46,2,1920,2008|2010
Bay,BAY,Bangor Township 8,2,1914,2008|2010
Gratiot,GRATIOT,Pine River Township 1A,2,1911,2008|2010
Wayne,WAYNE,Detroit City 31 Ward 4,3,1896,2008|2010|2012
Barry,BARRY,Hastings City 1 Ward 1,2,1889,2008|2010
Oakland,OAKLAND,Madison Heights City 13,2,1889,2008|2010
Genesee,GENESEE,Flint City 2,2,1885,2008|2010
Calhoun,CALHOUN,Battle Creek City 25,1,1872,2008
Ingham,INGHAM,Lansing City 13 Ward 3,2,1871,2008|2010
Crawford,CRAWFORD,Grayling Township 5,2,1867,2008|2010
Eaton,EATON,Delta Township 82,2,1867,2008|2010
Lapeer,LAPEER,Hadley Township 2A,2,1861,2008|2010
Oakland,OAKLAND,Southfield City 39,3,1860,2008|2010|2012
Kent,KENT,Grand Rapids City 11 Ward 2,2,1858,2008|2010
Oakland,OAKLAND,Hazel Park City 9,3,1847,2008|2010|2012
Ingham,INGHAM,Lansing City 12 Ward 1,2,1846,2008|2010
Ingham,INGHAM,Lansing City 10 Ward 2,2,1840,2008|2010
Kent,KENT,Caledonia Township 1A,2,1828,2008|2010
Washtenaw,WASHTENAW,Scio Township 1V,1,1827,2008
Macomb,MACOMB,Warren City 24 Ward 3,4,1826,2012|2014|2016|2018
Kent,KENT,Grand Rapids City 16 Ward 2,2,1825,2008|2010
Ingham,INGHAM,Lansing City 2 Ward 2,2,1820,2008|2010
Calhoun,CALHOUN,Battle Creek City 14,6,1816,2008|2010|2012|2014|2016|2018
Ingham,INGHAM,Lansing City 3 Ward 2,2,1816,2008|2010
Crawford,CRAWFORD,Grayling Township 4,2,1813,2008|2010
Ingham,INGHAM,Lansing City 15 Ward 3,2,1812,2008|2010
Jackson,JACKSON,Jackson City 1 Ward 5,6,1804,2008|2010|2012|2014|2016|2018
Midland,MIDLAND,Jerome Township 3,6,1803,2008|2010|2012|2014|2016|2018
Gladwin,GLADWIN,Gladwin City 2 Ward 1,4,1799,2012|2014|2016|2018
Macomb,MACOMB,Warren City 30 Ward 4,4,1799,2012|2014|2016|2018
Wayne,WAYNE,Inkster City 2 Ward 5,3,1799,2008|2010|2012
Berrien,BERRIEN,Pipestone Township 1A,2,1799,2008|2010
Oakland,OAKLAND,Rochester Hills City 9 Ward 2,1,1797,2012
Wayne,WAYNE,Inkster City 3 Ward 4,3,1796,2008|2010|2012
Muskegon,MUSKEGON,Muskegon City 1,2,1796,2008|2010
Wayne,WAYNE,Detroit City 15 Ward 9,2,1794,2008|2010
Kent,KENT,Grand Rapids City 14 Ward 2,2,1793,2008|2010
Muskegon,MUSKEGON,Muskegon Heights City 6,2,1787,2008|2010
Genesee,GENESEE,Flint City 20 Ward 3,4,1777,2012|2014|2016|2018
Lapeer,LAPEER,Metamora Township 2A,2,1777,2008|2010
Oakland,OAKLAND,Madison Heights City 15,2,1775,2008|2010
Oakland,OAKLAND,Rochester Hills City 28,2,1775,2008|2010
Oakland,OAKLAND,Rochester Hills City 17,2,1772,2008|2010
Muskegon,MUSKEGON,Muskegon City 9,2,1768,2008|2010
Allegan,ALLEGAN,Hopkins Township 1A,2,1767,2008|2010
Branch,BRANCH,Coldwater City 3A,2,1762,2008|2010
Genesee,GENESEE,Flint City 22,2,1760,2008|2010
Eaton,EATON,Lansing City 022L Ward 3,3,1758,2012|2016|2018
Roscommon,ROSCOMMON,Denton Township 2A,2,1758,2008|2010
Muskegon,MUSKEGON,Norton Shores City 10,2,1753,2008|2010
Allegan,ALLEGAN,Martin Township 1A,2,1752,2008|2010
Ottawa,OTTAWA,Georgetown Township 19,2,1746,2008|2010
Kalamazoo,KALAMAZOO,Portage City 21,3,1742,2008|2010|2012
Eaton,EATON,Delta Township 72,2,1734,2008|2010
Gladwin,GLADWIN,Gladwin City 1 Ward 1,4,1733,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 106,3,1733,2014|2016|2018
Kalamazoo,KALAMAZOO,Cooper Township 5,6,1730,2008|2010|2012|2014|2016|2018
Wayne,WAYNE,Detroit City 40 Ward 7,2,1727,2008|2010
Oakland,OAKLAND,Independence Township 15,2,1724,2008|2010
Macomb,MACOMB,Chesterfield Township 16,3,1721,2008|2010|2012
Genesee,GENESEE,Flint City 50,2,1714,2008|2010
Ingham,INGHAM,Lansing City 44 Ward 4,2,1712,2016|2018
Oakland,OAKLAND,Pontiac City 25,2,1712,2008|2010
Eaton,EATON,Delta Township 63,2,1710,2008|2010
Ingham,INGHAM,Lansing City 13 Ward 4,2,1710,2008|2010
Genesee,GENESEE,Flint City 31 Ward 5,4,1707,2012|2014|2016|2018
Ingham,INGHAM,Lansing City 5 Ward 2,2,1703,2008|2010
Genesee,GENESEE,Flint City 46,2,1700,2008|2010
Macomb,MACOMB,Warren City 16 Ward 4,4,1699,2012|2014|2016|2018
Kent,KENT,Grand Rapids City 21 Ward 3,2,1690,2008|2010
Oakland,OAKLAND,Rochester Hills City 25 Ward 2,1,1690,2012
Jackson,JACKSON,Blackman Township 8,2,1687,2008|2010
Genesee,GENESEE,Flint City 13,2,1683,2008|2010
Oakland,OAKLAND,Pontiac City 18 Ward 6,4,1677,2012|2014|2016|2018
Genesee,GENESEE,Flint City 29,2,1675,2008|2010
Macomb,MACOMB,Roseville City 19,3,1674,2008|2010|2012
Gratiot,GRATIOT,Alma City 4,2,1674,2008|2010
Iron,IRON,Iron River City 4,6,1673,2008|2010|2012|2014|2016|2018
Genesee,GENESEE,Flint City 8,2,1671,2008|2010
Mecosta,MECOSTA,Big Rapids City 4,3,1668,2008|2010|2012
Ingham,INGHAM,Lansing City 3 Ward 3,2,1666,2008|2010
Oakland,OAKLAND,Rochester Hills City 10,2,1666,2008|2010
Oakland,OAKLAND,Rochester Hills City 2 Ward 1,3,1663,2014|2016|2018
Ingham,INGHAM,Lansing City 5 Ward 4,2,1660,2008|2010
Genesee,GENESEE,Flint City 17 Ward 3,4,1654,2012|2014|2016|2018
Berrien,BERRIEN,Niles Township 5A,2,1653,2008|2010
Berrien,BERRIEN,Weesaw Township 1A,2,1653,2008|2010
Macomb,MACOMB,Sterling Heights City 49,2,1653,2008|2010
Oakland,OAKLAND,Rochester Hills City 24,2,1653,2008|2010
Muskegon,MUSKEGON,Muskegon City 5,2,1646,2008|2010
Genesee,GENESEE,Flint City 25,2,1641,2008|2010
Oakland,OAKLAND,Pontiac City 14,2,1641,2008|2010
Wayne,WAYNE,Riverview City 6,2,1639,2008|2010
Charlevoix,CHARLEVOIX,Wilson Township 1,2,1638,2008|2010
Jackson,JACKSON,Blackman Township 7,2,1638,2008|2010
Kent,KENT,East Grand Rapids City 1A Ward 2,2,1635,2008|2010
Oakland,OAKLAND,Royal Oak City 25,2,1634,2008|2010
Ingham,INGHAM,Lansing City 4 Ward 3,2,1632,2008|2010
Macomb,MACOMB,Sterling Heights City 51,2,1628,2008|2010
Allegan,ALLEGAN,Holland City 5 Ward 12,2,1625,2012|2014
Kent,KENT,Grand Rapids City 32 Ward 3,2,1621,2008|2010
Kent,KENT,Grand Rapids City 20 Ward 2,2,1620,2008|2010
Wayne,WAYNE,Detroit City 17 Ward 4,3,1613,2008|2010|2012
Kent,KENT,Grand Rapids City 4 Ward 3,2,1606,2008|2010
Iron,IRON,Iron River City 3,6,1598,2008|2010|2012|2014|2016|2018
Kent,KENT,East Grand Rapids City 2 Ward 3,2,1594,2008|2010
Kent,KENT,Grand Rapids City 16 Ward 3,2,1593,2008|2010
Genesee,GENESEE,Flint City 37 Ward 5,4,1592,2012|2014|2016|2018
Genesee,GENESEE,Flint City 9 Ward 2,4,1592,2012|2014|2016|2018
Ingham,INGHAM,Lansing City 6 Ward 2,2,1592,2008|2010
Eaton,EATON,Delta Township 62,2,1591,2008|2010
Eaton,EATON,Delta Township 71,2,1588,2008|2010
Oakland,OAKLAND,Pontiac City 17,2,1588,2008|2010
Clare,CLARE,Lincoln Township 2,4,1584,2008|2010|2012|2014
Genesee,GENESEE,Flint City 48,2,1584,2008|2010
Kent,KENT,Grand Rapids City 7 Ward 3,2,1581,2008|2010
Wayne,WAYNE,Detroit City 33 Ward 4,3,1579,2008|2010|2012
Kent,KENT,Grand Rapids City 23 Ward 3,2,1572,2008|2010
Eaton,EATON,Delta Township 42,2,1571,2008|2010
Washtenaw,WASHTENAW,Ann Arbor City 10 Ward 4,2,1568,2016|2018
Genesee,GENESEE,Flint City 61,2,1563,2008|2010
Wayne,WAYNE,Detroit City 16 Ward 17,2,1559,2008|2010
Jackson,JACKSON,Jackson City 1 Ward 3,6,1558,2008|2010|2012|2014|2016|2018
Kent,KENT,East Grand Rapids City 1 Ward 3,2,1556,2008|2010
Oakland,OAKLAND,Rochester Hills City 30 Ward 4,1,1553,2012
Barry,BARRY,Hastings Township 1A,1,1547,2008
Bay,BAY,Hampton Township 6,5,1539,2008|2010|2012|2014|2018
Allegan,ALLEGAN,Holland City 13 Ward 5,2,1539,2016|2018
Calhoun,CALHOUN,Burlington Township 1A,2,1539,2008|2010
Oakland,OAKLAND,Pontiac City 8,2,1538,2008|2010
Oakland,OAKLAND,Rochester Hills City 19,2,1537,2008|2010
Oakland,OAKLAND,Rochester Hills City 12 Ward 3,1,1537,2012
Genesee,GENESEE,Genesee Township 13,2,1536,2008|2010
Oakland,OAKLAND,Rochester Hills City 18,2,1535,2008|2010
Wayne,WAYNE,Detroit City 2 Ward 18,2,1533,2008|2010
Genesee,GENESEE,Flint City 5,2,1532,2008|2010
Clare,CLARE,Hayes Township 4,4,1530,2008|2010|2012|2014
Wayne,WAYNE,Detroit City 31,3,1526,2014|2016|2018
Wayne,WAYNE,Detroit City 245,3,1525,2014|2016|2018
Genesee,GENESEE,Flint City 59,2,1525,2008|2010
Ottawa,OTTAWA,Holland City 3 Ward 4,2,1523,2008|2010
Kent,KENT,Grand Rapids City 24 Ward 3,2,1517,2008|2010
Genesee,GENESEE,Flint City 45,2,1515,2008|2010
Monroe,MONROE,Bedford Township 16,1,1515,2010
Genesee,GENESEE,Flint City 38,2,1512,2008|2010
Genesee,GENESEE,Flint City 4,2,1511,2008|2010
Genesee,GENESEE,Flint City 7,2,1503,2008|2010
Ottawa,OTTAWA,Holland City 1 Ward 6,2,1503,2008|2010
Wayne,WAYNE,Detroit City 74 Ward 4,2,1502,2008|2010
Genesee,GENESEE,Flint City 43,2,1501,2008|2010
Genesee,GENESEE,Flint City 35,2,1500,2008|2010
Genesee,GENESEE,Flint City 37,2,1497,2008|2010
Ingham,INGHAM,Lansing City 12 Ward 4,2,1497,2008|2010
St. Joseph,ST. JOSEPH,Three Rivers City 3,2,1496,2008|2010
Oakland,OAKLAND,Rochester Hills City 22,2,1495,2008|2010
Genesee,GENESEE,Flint City 10,2,1493,2008|2010
Oakland,OAKLAND,Farmington City 6,2,1493,2008|2010
Oakland,OAKLAND,Rochester Hills City 1 Ward 3,1,1493,2012
Genesee,GENESEE,Flint City 21 Ward 3,4,1491,2012|2014|2016|2018
Muskegon,MUSKEGON,Muskegon City 6,2,1490,2008|2010
Wayne,WAYNE,Detroit City 20 Ward 4,3,1488,2008|2010|2012
Ottawa,OTTAWA,Georgetown Township 18,2,1487,2008|2010
Wayne,WAYNE,Detroit City 23 Ward 4,3,1482,2008|2010|2012
Macomb,MACOMB,Warren City 2 Ward 1,4,1479,2012|2014|2016|2018
Muskegon,MUSKEGON,Muskegon City 7,2,1477,2008|2010
Midland,MIDLAND,Midland City 3 Ward 1,6,1475,2008|2010|2012|2014|2016|2018
Muskegon,MUSKEGON,Muskegon City 4,2,1475,2008|2010
Oakland,OAKLAND,Rochester Hills City 16 Ward 3,1,1473,2012
Wayne,WAYNE,Detroit City 21 Ward 4,3,1472,2008|2010|2012
Wayne,WAYNE,Detroit City 13 Ward 5,2,1469,2008|2010
Kent,KENT,Grand Rapids City 44 Ward 3,2,1463,2008|2010
Ingham,INGHAM,Lansing City 7 Ward 4,2,1461,2008|2010
Wayne,WAYNE,Detroit City 3 Ward 16,2,1461,2008|2010
Van Buren,VAN BUREN,Lawrence Township 2,2,1457,2008|2010
Kent,KENT,Grand Rapids City 38 Ward 3,2,1455,2008|2010
Oakland,OAKLAND,Pontiac City 1,2,1455,2008|2010
Gratiot,GRATIOT,Arcada Township 1A,2,1454,2008|2010
Calhoun,CALHOUN,Battle Creek City 15A,2,1448,2008|2010
Ogemaw,OGEMAW,West Branch City 1 Ward 3,6,1447,2008|2010|2012|2014|2016|2018
Cass,CASS,Dowagiac City 0 Ward 2,2,1447,2008|2010
Oakland,OAKLAND,Rochester Hills City 23,2,1442,2008|2010
Gratiot,GRATIOT,St. Louis City 2,2,1441,2008|2010
Kent,KENT,Grand Rapids City 43 Ward 3,2,1441,2008|2010
Ingham,INGHAM,Lansing City 7 Ward 3,2,1439,2008|2010
Ingham,INGHAM,Lansing City 5 Ward 3,2,1438,2008|2010
Allegan,ALLEGAN,Holland City 3 Ward 5,2,1436,2008|2010
Wayne,WAYNE,Detroit City 38 Ward 15,2,1436,2008|2010
Calhoun,CALHOUN,Bedford Township 3A,2,1434,2008|2010
Wayne,WAYNE,Ecorse City 7,6,1433,2008|2010|2012|2014|2016|2018
Clare,CLARE,Hayes Township 3,4,1431,2008|2010|2012|2014
Lenawee,LENAWEE,Tecumseh City 4,2,1430,2008|2010
Ottawa,OTTAWA,Holland City 1 Ward 3,2,1427,2008|2010
Muskegon,MUSKEGON,Muskegon Heights City 7,2,1425,2008|2010
Macomb,MACOMB,Warren City 55,2,1420,2008|2010
Washtenaw,WASHTENAW,Pittsfield Township 12,1,1418,2018
Wayne,WAYNE,Detroit City 44 Ward 17,2,1417,2008|2010
Jackson,JACKSON,Jackson City 3 Ward 5,4,1412,2012|2014|2016|2018
Ingham,INGHAM,Lansing City 9 Ward 4,2,1411,2008|2010
Wayne,WAYNE,Detroit City 3,3,1410,2014|2016|2018
Muskegon,MUSKEGON,Muskegon City 13,2,1408,2008|2010
Genesee,GENESEE,Flint City 26,2,1404,2008|2010
Ingham,INGHAM,Lansing City 2 Ward 4,2,1404,2008|2010
Lenawee,LENAWEE,Tecumseh City 1,2,1401,2008|2010
Barry,BARRY,Orangeville Township 1A,1,1401,2008
Van Buren,VAN BUREN,South Haven City 2,2,1400,2008|2010
Wayne,WAYNE,Detroit City 22 Ward 14,2,1400,2008|2010
Kent,KENT,Grand Rapids City 6 Ward 3,2,1399,2008|2010
Kent,KENT,Grand Rapids City 18 Ward 3,2,1397,2008|2010
Genesee,GENESEE,Flint City 24 Ward 4,4,1396,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 45 Ward 6,2,1396,2008|2010
Eaton,EATON,Delta Township 51,2,1393,2008|2010
Genesee,GENESEE,Flint City 36,2,1393,2008|2010
Ingham,INGHAM,Lansing City 4 Ward 2,2,1386,2008|2010
Macomb,MACOMB,Sterling Heights City 48,2,1383,2008|2010
Genesee,GENESEE,Flint City 26 Ward 4,4,1376,2012|2014|2016|2018
Eaton,EATON,Delta Township 52,2,1376,2008|2010
Benzie,BENZIE,Frankfort City 1A,2,1374,2008|2010
Tuscola,TUSCOLA,Indianfields Township 3,1,1372,2008
Wayne,WAYNE,Detroit City 237,3,1371,2014|2016|2018
Oakland,OAKLAND,Rochester Hills City 5 Ward 4,1,1371,2012
Lenawee,LENAWEE,Tecumseh City 3,2,1370,2008|2010
Allegan,ALLEGAN,Holland City 5 Ward 11,2,1368,2012|2014
Kent,KENT,Grand Rapids City 10 Ward 2,2,1367,2008|2010
Ogemaw,OGEMAW,West Branch City 1 Ward 2,6,1365,2008|2010|2012|2014|2016|2018
Genesee,GENESEE,Genesee Township 10,2,1365,2008|2010
Genesee,GENESEE,Flint City 15,2,1364,2008|2010
Kent,KENT,Wyoming City 9 Ward 2,2,1364,2008|2010
Eaton,EATON,Delta Township 53,2,1362,2008|2010
Oakland,OAKLAND,Pontiac City 6,2,1362,2008|2010
Van Buren,VAN BUREN,South Haven City 1,2,1362,2008|2010
Kent,KENT,Grand Rapids City 1 Ward 2,2,1361,2008|2010
Oakland,OAKLAND,Rochester Hills City 28 Ward 4,1,1361,2012
Oakland,OAKLAND,Pontiac City 11,2,1360,2008|2010
Oakland,OAKLAND,Pontiac City 2,2,1358,2008|2010
Allegan,ALLEGAN,Holland City 2 Ward 4,2,1357,2008|2010
Muskegon,MUSKEGON,Muskegon City 12,2,1357,2008|2010
Wayne,WAYNE,Detroit City 25 Ward 18,2,1357,2008|2010
Van Buren,VAN BUREN,South Haven City 3,2,1356,2008|2010
Genesee,GENESEE,Vienna Township 6,2,1355,2008|2010
Wayne,WAYNE,Detroit City 32 Ward 18,2,1354,2008|2010
Wayne,WAYNE,Detroit City 52 Ward 15,2,1352,2008|2010
Wayne,WAYNE,Detroit City 8 Ward 4,3,1350,2008|2010|2012
Gratiot,GRATIOT,Sumner Township 1A,2,1349,2008|2010
Oakland,OAKLAND,Hazel Park City 8,3,1347,2008|2010|2012
Genesee,GENESEE,Genesee Township 11,2,1345,2008|2010
Wayne,WAYNE,Detroit City 28 Ward 18,2,1344,2008|2010
Wayne,WAYNE,Detroit City 72 Ward 4,2,1343,2008|2010
Genesee,GENESEE,Flint City 54,2,1342,2008|2010
Wayne,WAYNE,Highland Park City 12,5,1339,2008|2010|2012|2014|2016
Eaton,EATON,Delta Township 41,2,1332,2008|2010
Macomb,MACOMB,Warren City 18 Ward 5,4,1331,2012|2014|2016|2018
Kent,KENT,Walker City 1 Ward 2,1,1328,2008
Macomb,MACOMB,Chesterfield Township 15,3,1327,2008|2010|2012
Ottawa,OTTAWA,Georgetown Township 20,2,1326,2008|2010
Barry,BARRY,Carlton Township 1A,1,1322,2008
Wayne,WAYNE,Detroit City 72 Ward 19,2,1320,2008|2010
Wayne,WAYNE,Detroit City 16 Ward 16,2,1318,2008|2010
Genesee,GENESEE,Flint City 59 Ward 9,4,1317,2012|2014|2016|2018
Eaton,EATON,Delta Township 73,2,1316,2008|2010
Hillsdale,HILLSDALE,Hillsdale City 3,2,1316,2008|2010
Ingham,INGHAM,Lansing City 3 Ward 4,2,1314,2008|2010
Calhoun,CALHOUN,Tekonsha Township 1A,2,1313,2008|2010
Lenawee,LENAWEE,Tecumseh City 2,2,1312,2008|2010
Wayne,WAYNE,Detroit City 45 Ward 17,2,1312,2008|2010
Wayne,WAYNE,Detroit City 30 Ward 19,2,1311,2008|2010
Muskegon,MUSKEGON,Muskegon City 3,2,1310,2008|2010
Oakland,OAKLAND,Pontiac City 20,2,1309,2008|2010
Wayne,WAYNE,Detroit City 36 Ward 6,2,1308,2008|2010
Crawford,CRAWFORD,Grayling Township 6,2,1307,2008|2010
Genesee,GENESEE,Flint City 20,2,1306,2008|2010
Wayne,WAYNE,Detroit City 71 Ward 15,2,1305,2008|2010
Barry,BARRY,Hastings City 2 Ward 2,2,1304,2008|2010
Bay,BAY,Bay City 2 Ward 2,2,1304,2008|2010
Oakland,OAKLAND,Rochester Hills City 21 Ward 2,1,1303,2012
Berrien,BERRIEN,Chikaming Township 2,2,1300,2008|2010
Oakland,OAKLAND,Pontiac City 19,2,1294,2008|2010
Wayne,WAYNE,Detroit City 22 Ward 5,2,1294,2008|2010
Wayne,WAYNE,Detroit City 63,3,1292,2014|2016|2018
Wayne,WAYNE,Detroit City 7 Ward 4,3,1292,2008|2010|2012
Branch,BRANCH,Coldwater City 2,2,1291,2008|2010
Wayne,WAYNE,Detroit City 14 Ward 6,2,1289,2008|2010
Wayne,WAYNE,Detroit City 38 Ward 18,2,1289,2008|2010
